,Frame,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
1053,1054,531.0,593.0,1435,953,344,1033,498,507,632,215,1090,589,1682,478,517.0,522.0,682,89,257.0,197.0,1496,245,1341,206,640,59,1327,938,1157,661,330,683,535,58,1220,305,380,72,1438,927,129,664
1054,1055,531.0,593.0,1435,953,345,1032,499,507,632,215,1090,588,1681,478,517.0,522.0,682,89,256.0,197.0,1496,246,1342,206,641,58,1328,937,1159,661,329,684,535,58,1221,306,380,71,1438,927,129,664
1055,1056,532.0,594.0,1435,953,344,1033,499,507,631,216,1091,586,1682,478,519.0,522.0,683,89,257.0,196.0,1496,246,1343,207,641,58,1328,937,1159,659,328,683,534,58,1219,307,381,72,1438,928,129,664
1056,1057,532.0,594.0,1435,953,345,1032,500,507,632,215,1092,586,1682,478,517.0,521.0,682,89,257.0,197.0,1495,245,1342,206,640,59,1327,936,1158,657,328,683,535,59,1220,306,380,72,1438,927,129,664
1057,1058,531.0,595.0,1434,953,345,1032,499,506,632,215,1091,586,1684,477,518.0,522.0,682,88,256.0,197.0,1496,247,1341,206,639,58,1328,937,1157,658,327,683,536,60,1218,307,383,72,1438,927,129,663
1058,1059,532.0,594.0,1434,953,345,1030,500,507,631,215,1091,586,1684,477,518.0,521.0,681,88,255.0,197.0,1495,246,1342,205,640,58,1328,936,1157,657,328,683,536,59,1218,308,381,72,1438,927,128,664
1059,1060,532.0,595.0,1433,953,347,1031,498,506,631,213,1091,585,1684,477,517.0,521.0,681,87,256.0,198.0,1493,245,1341,204,639,59,1329,937,1157,657,327,683,537,59,1220,307,382,74,1438,928,128,664
1060,1061,532.0,594.0,1435,953,346,1031,498,507,630,214,1091,586,1685,477,517.0,521.0,681,87,255.0,197.0,1493,244,1341,205,640,58,1329,936,1155,657,326,683,536,59,1219,307,380,74,1437,927,129,664
1061,1062,533.0,595.0,1435,952,346,1030,498,507,631,213,1093,585,1685,478,517.0,521.0,681,88,255.0,197.0,1494,246,1342,204,640,57,1329,936,1154,656,326,682,537,58,1218,306,380,73,1438,927,129,663
1062,1063,533.0,595.0,1434,953,346,1031,498,506,630,214,1091,586,1684,476,517.0,522.0,681,87,254.0,197.0,1494,246,1341,205,640,59,1330,936,1154,657,325,684,537,59,1217,306,381,73,1437,927,127,664
1063,1064,532.0,596.0,1435,952,346,1032,498,507,632,216,1092,588,1684,476,515.0,522.0,681,89,256.0,197.0,1494,246,1342,205,642,59,1329,937,1154,656,324,683,537,58,1217,305,380,73,1437,928,129,664
1064,1065,532.0,597.0,1435,952,347,1031,500,506,631,215,1092,588,1685,475,516.0,523.0,681,89,255.0,197.0,1496,246,1344,205,641,59,1328,937,1156,657,324,684,537,59,1218,305,380,73,1439,928,128,663
1065,1066,532.0,597.0,1433,952,347,1032,498,507,630,216,1092,587,1684,477,516.0,522.0,680,89,255.0,196.0,1497,245,1342,204,642,59,1329,937,1155,656,322,684,535,59,1217,306,380,73,1438,926,129,663
1066,1067,532.0,596.0,1434,952,347,1032,499,506,631,216,1092,587,1684,475,516.0,521.0,680,88,255.0,197.0,1496,245,1342,205,641,57,1329,936,1155,656,323,683,536,60,1218,305,380,73,1438,927,127,663
1067,1068,533.0,596.0,1434,952,346,1031,500,505,630,215,1092,587,1684,476,516.0,521.0,680,89,256.0,197.0,1497,243,1343,206,641,57,1330,937,1155,656,323,682,535,60,1217,305,381,73,1438,926,127,663
1068,1069,532.0,596.0,1434,952,346,1031,501,505,631,215,1090,587,1686,475,516.0,522.0,680,88,255.0,197.0,1497,242,1342,206,643,57,1328,936,1155,657,323,683,535,59,1217,307,380,73,1436,926,127,665
1069,1070,533.0,595.0,1435,953,346,1031,501,506,631,216,1091,589,1684,476,517.0,522.0,680,89,254.0,196.0,1497,242,1343,205,643,58,1329,936,1155,654,322,683,535,60,1218,305,381,74,1438,927,126,665
1070,1071,534.0,595.0,1433,952,347,1030,501,506,631,216,1092,589,1686,476,516.0,522.0,681,88,254.0,195.0,1498,242,1343,204,643,57,1328,936,1154,654,323,682,535,60,1218,306,381,74,1438,926,126,664
1071,1072,534.0,595.0,1434,952,346,1029,500,506,630,216,1092,588,1686,476,515.0,522.0,681,89,254.0,196.0,1498,242,1343,205,644,58,1329,936,1155,654,323,682,534,60,1218,307,380,74,1438,927,127,664
1072,1073,534.0,595.0,1434,952,346,1029,500,504,630,216,1091,588,1686,476,515.0,522.0,680,89,254.0,196.0,1497,242,1341,205,642,57,1329,937,1156,654,323,682,535,61,1218,305,381,74,1437,926,126,663
1073,1074,535.0,594.0,1433,952,347,1030,501,505,631,217,1092,589,1686,475,516.0,522.0,679,89,253.0,195.0,1497,242,1343,204,642,58,1328,936,1156,654,323,682,535,61,1218,307,380,73,1438,926,127,662
1074,1075,535.0,595.0,1434,952,347,1030,501,505,631,215,1093,589,1685,475,515.0,523.0,680,90,253.0,196.0,1498,243,1342,205,641,57,1327,936,1156,656,323,682,534,61,1217,307,380,73,1437,925,126,663
1075,1076,535.0,595.0,1434,952,348,1030,500,506,632,217,1094,588,1686,476,514.0,523.0,679,89,255.0,196.0,1498,242,1344,203,642,56,1327,937,1156,655,323,682,533,61,1217,307,380,73,1437,925,124,661
1076,1077,533.0,595.0,1433,952,347,1031,500,506,631,216,1093,588,1685,477,515.0,523.0,678,89,255.0,196.0,1498,243,1345,203,642,56,1327,937,1156,657,322,681,534,60,1214,307,380,73,1438,926,125,662
1077,1078,532.0,594.0,1433,953,347,1030,501,506,631,216,1092,588,1685,476,514.0,522.0,678,89,255.0,197.0,1499,242,1345,203,642,55,1326,937,1155,657,322,682,534,59,1213,308,380,74,1438,926,125,662
1078,1079,532.0,594.0,1435,953,347,1030,500,506,631,216,1091,587,1685,477,514.0,523.0,679,89,256.0,197.0,1500,243,1344,204,642,55,1326,938,1155,657,322,682,533,59,1214,309,380,73,1438,926,126,661
1079,1080,533.0,595.0,1435,953,346,1030,499,506,631,216,1092,588,1685,476,515.0,522.0,678,90,255.0,197.0,1501,242,1342,204,643,55,1326,939,1155,658,322,681,535,59,1214,308,380,74,1439,926,125,662
1080,1081,534.0,593.0,1435,954,347,1030,500,506,631,216,1091,588,1685,476,514.0,523.0,678,90,256.0,198.0,1501,241,1341,203,642,56,1326,939,1155,658,323,682,536,59,1214,310,381,73,1437,925,125,661
1081,1082,533.0,594.0,1434,953,346,1030,500,506,631,217,1092,588,1686,478,514.0,522.0,678,92,256.0,200.0,1501,241,1341,201,640,56,1324,938,1153,659,323,682,535,58,1214,310,380,74,1437,925,127,662
1082,1083,534.0,594.0,1435,953,347,1030,500,505,629,217,1091,588,1685,478,514.0,523.0,678,92,256.0,199.0,1499,242,1339,202,641,56,1325,939,1154,659,322,682,536,59,1214,309,380,73,1438,927,126,661
1083,1084,533.0,595.0,1434,954,347,1031,501,505,630,218,1091,588,1685,478,515.0,522.0,678,91,256.0,200.0,1499,241,1339,203,640,55,1324,938,1153,657,322,681,536,59,1215,309,381,73,1436,927,125,660
1084,1085,534.0,594.0,1434,955,348,1030,499,505,630,217,1090,588,1686,478,515.0,522.0,678,90,256.0,198.0,1499,240,1339,202,639,55,1324,940,1155,657,323,681,535,59,1215,309,380,73,1438,928,124,659
1085,1086,532.0,595.0,1434,955,348,1031,500,506,629,216,1090,588,1685,479,515.0,523.0,677,90,256.0,198.0,1499,241,1339,203,640,53,1326,940,1154,655,323,681,536,58,1214,308,381,73,1437,928,124,660
1086,1087,533.0,594.0,1434,955,349,1031,500,506,629,217,1089,589,1685,480,515.0,522.0,677,90,256.0,198.0,1500,241,1340,203,640,55,1326,940,1155,655,323,681,536,59,1214,308,381,73,1436,928,125,661
1087,1088,532.0,595.0,1435,955,349,1031,501,506,629,217,1089,589,1685,478,515.0,524.0,677,91,258.0,198.0,1500,242,1340,204,640,55,1325,940,1155,653,323,682,536,59,1214,308,380,73,1437,928,126,660
1088,1089,532.0,594.0,1434,955,350,1032,501,506,628,218,1088,589,1685,479,515.0,522.0,678,89,258.0,198.0,1500,241,1340,204,641,55,1324,942,1155,654,322,682,536,59,1213,309,381,72,1438,928,124,661
1089,1090,532.0,595.0,1435,956,351,1032,501,505,629,217,1087,588,1684,479,514.0,523.0,678,91,258.0,197.0,1499,241,1341,204,641,55,1325,941,1155,653,323,681,537,59,1213,310,381,71,1436,928,127,662
1090,1091,531.0,593.0,1434,955,351,1032,501,504,629,218,1087,589,1685,480,514.0,523.0,679,91,260.0,197.0,1500,240,1342,204,640,54,1326,940,1157,653,322,682,536,59,1212,310,382,71,1436,927,126,663
1091,1092,532.0,594.0,1434,955,349,1031,501,504,628,217,1087,589,1684,479,514.0,522.0,679,91,260.0,197.0,1499,242,1342,202,641,55,1324,940,1157,652,322,681,535,60,1213,310,382,71,1437,928,128,662
1092,1093,531.0,595.0,1434,956,348,1033,503,503,629,216,1087,587,1685,479,514.0,523.0,679,91,259.0,197.0,1498,241,1342,203,640,56,1326,939,1158,652,323,682,536,60,1212,309,383,71,1436,928,126,661
1093,1094,531.0,593.0,1434,956,350,1032,502,505,629,216,1087,588,1685,480,513.0,523.0,679,92,258.0,197.0,1497,239,1342,202,640,55,1324,939,1158,651,323,682,535,60,1212,310,384,71,1436,928,125,661
1094,1095,531.0,594.0,1434,955,349,1031,501,504,628,216,1087,586,1685,479,514.0,523.0,679,91,259.0,197.0,1496,240,1341,204,639,55,1325,939,1158,652,322,682,535,60,1212,309,383,71,1437,928,125,661
1095,1096,531.0,594.0,1434,956,348,1031,502,503,628,215,1088,587,1685,479,514.0,522.0,679,93,259.0,197.0,1497,242,1341,205,639,54,1324,939,1157,653,323,682,535,62,1213,309,383,71,1437,928,124,660
1096,1097,530.0,593.0,1434,956,349,1030,502,503,628,215,1088,587,1685,478,513.0,521.0,680,91,258.0,197.0,1498,242,1339,204,639,54,1325,939,1156,651,323,681,535,61,1213,308,384,71,1437,928,125,663
1097,1098,531.0,593.0,1434,955,349,1032,501,504,627,217,1087,587,1685,478,514.0,522.0,680,92,258.0,197.0,1497,242,1340,205,638,54,1323,939,1156,649,322,682,537,61,1212,308,383,69,1437,928,125,662
1098,1099,531.0,593.0,1436,956,349,1032,501,502,626,216,1088,587,1685,479,513.0,522.0,680,91,258.0,197.0,1497,242,1339,204,638,55,1324,939,1156,650,323,682,537,61,1212,308,383,70,1436,928,123,661
1099,1100,531.0,592.0,1435,957,349,1032,503,501,625,217,1088,587,1684,479,514.0,522.0,679,92,258.0,197.0,1496,242,1337,205,637,55,1324,939,1156,650,324,682,537,61,1212,307,382,70,1437,927,123,661
1100,1101,531.0,593.0,1435,956,350,1033,502,501,626,216,1088,588,1685,480,513.0,522.0,679,92,258.0,196.0,1497,242,1339,204,637,55,1324,939,1154,650,323,682,538,61,1213,309,382,70,1438,929,121,661
1101,1102,531.0,591.0,1436,956,349,1034,502,501,625,217,1087,587,1685,480,514.0,521.0,679,92,258.0,197.0,1498,242,1339,204,638,55,1325,939,1156,650,325,682,537,60,1211,308,382,71,1437,927,121,661
1102,1103,530.0,592.0,1436,955,350,1034,502,501,626,217,1088,588,1685,480,513.0,522.0,680,93,258.0,195.0,1497,241,1339,205,638,55,1325,939,1155,650,324,680,538,60,1213,310,383,70,1438,928,122,661
1103,1104,531.0,591.0,1436,955,349,1034,502,501,625,216,1089,588,1685,480,513.0,521.0,680,92,259.0,196.0,1498,239,1339,205,638,55,1325,939,1156,651,324,682,537,60,1212,309,384,70,1438,927,121,661
1104,1105,530.0,591.0,1435,955,351,1035,501,501,624,217,1089,587,1684,481,512.0,522.0,681,92,258.0,196.0,1498,238,1338,206,639,53,1324,938,1155,651,324,682,537,59,1213,309,383,71,1438,927,121,661
1105,1106,530.0,592.0,1436,955,351,1035,501,501,625,216,1088,587,1686,480,512.0,522.0,681,92,257.0,196.0,1497,238,1337,207,639,54,1324,940,1155,651,324,682,538,58,1213,308,383,70,1439,927,121,661
1106,1107,530.0,592.0,1436,955,351,1035,501,500,626,215,1089,587,1685,481,512.0,521.0,681,91,257.0,196.0,1497,239,1337,208,639,52,1324,938,1155,651,323,681,539,59,1212,309,382,71,1439,928,121,663
1107,1108,530.0,592.0,1437,954,350,1035,501,500,625,216,1089,586,1684,481,512.0,521.0,681,91,257.0,195.0,1497,240,1337,209,638,52,1326,938,1154,650,324,681,538,57,1212,309,383,69,1438,927,121,661
1108,1109,529.0,591.0,1438,954,352,1036,503,500,627,216,1090,586,1684,482,511.0,521.0,681,91,257.0,196.0,1496,239,1338,208,640,52,1327,938,1154,651,324,681,538,59,1213,311,383,70,1437,927,121,662
1109,1110,529.0,592.0,1438,955,353,1036,502,499,626,216,1089,587,1685,482,511.0,522.0,680,90,258.0,195.0,1496,239,1337,208,639,52,1326,938,1153,651,323,681,538,58,1214,311,383,70,1438,928,120,661
1110,1111,530.0,591.0,1438,955,353,1035,502,500,627,216,1088,587,1685,482,510.0,521.0,681,90,259.0,196.0,1496,237,1338,207,639,52,1325,937,1155,650,324,682,539,58,1213,309,383,69,1438,927,121,661
1111,1112,530.0,591.0,1439,955,354,1035,502,500,626,216,1089,585,1684,482,511.0,522.0,680,91,259.0,196.0,1495,235,1338,206,638,52,1326,938,1154,651,322,682,540,58,1214,310,384,70,1437,927,121,662
1112,1113,531.0,591.0,1439,954,355,1035,501,500,627,217,1088,585,1685,483,510.0,521.0,680,91,258.0,196.0,1498,236,1340,207,640,52,1327,938,1154,651,322,682,540,57,1213,309,384,70,1439,927,121,661
1113,1114,532.0,591.0,1438,955,355,1035,501,501,626,215,1088,585,1684,483,510.0,522.0,680,91,259.0,196.0,1497,236,1339,208,638,52,1327,939,1155,651,321,682,540,58,1213,310,384,70,1437,927,121,661
1114,1115,533.0,592.0,1439,955,355,1035,500,501,627,215,1088,585,1684,483,511.0,521.0,679,92,258.0,197.0,1497,236,1338,207,637,52,1328,939,1154,651,323,683,540,58,1213,310,384,69,1437,927,120,661
1115,1116,532.0,593.0,1437,954,355,1035,500,501,627,216,1089,586,1684,483,510.0,521.0,679,91,259.0,196.0,1498,238,1338,207,638,53,1327,938,1155,650,322,682,540,58,1214,311,384,69,1438,928,121,660
1116,1117,533.0,592.0,1438,955,355,1035,500,501,626,216,1088,585,1684,483,510.0,522.0,680,94,258.0,197.0,1498,237,1338,207,638,53,1328,939,1156,650,323,682,538,58,1213,311,382,68,1439,927,122,661
1117,1118,533.0,593.0,1437,955,355,1035,499,501,628,215,1089,584,1684,483,509.0,521.0,679,93,260.0,197.0,1498,238,1338,207,638,52,1328,940,1156,650,323,683,539,57,1213,309,382,68,1439,927,121,662
1118,1119,532.0,594.0,1438,956,354,1035,498,503,630,217,1089,586,1685,482,508.0,522.0,680,94,260.0,198.0,1497,239,1337,207,637,53,1328,941,1155,650,323,683,540,57,1214,312,384,68,1438,928,121,661
1119,1120,533.0,593.0,1438,955,354,1036,497,503,629,217,1089,585,1684,483,508.0,522.0,679,94,259.0,198.0,1497,240,1337,206,639,53,1328,940,1155,651,323,682,540,58,1214,312,383,68,1438,928,121,660
1120,1121,533.0,594.0,1438,955,354,1036,498,503,629,217,1089,585,1684,482,508.0,522.0,679,94,259.0,198.0,1497,239,1337,204,638,55,1327,941,1156,651,322,683,540,57,1216,311,384,68,1438,928,120,658
1121,1122,533.0,593.0,1439,956,355,1036,496,504,629,219,1089,586,1684,482,507.0,522.0,680,94,259.0,197.0,1496,239,1337,203,638,55,1327,943,1155,651,323,684,540,54,1215,311,384,67,1438,928,120,658
1122,1123,533.0,592.0,1439,956,354,1036,496,503,631,218,1089,586,1684,483,508.0,521.0,679,94,258.0,197.0,1496,240,1336,204,638,55,1327,941,1155,651,324,684,540,54,1215,312,384,66,1438,927,121,659
1123,1124,532.0,593.0,1439,955,354,1037,496,503,631,219,1089,586,1684,483,507.0,521.0,679,95,257.0,197.0,1495,238,1336,203,638,55,1327,941,1154,650,324,684,540,53,1216,310,385,67,1439,928,121,659
1124,1125,532.0,592.0,1439,956,354,1037,495,503,631,218,1090,586,1684,483,508.0,521.0,679,94,259.0,197.0,1497,239,1336,205,640,54,1327,940,1155,650,324,684,540,54,1216,310,385,67,1438,927,123,660
1125,1126,531.0,592.0,1439,955,354,1036,495,504,631,220,1090,585,1685,481,509.0,521.0,678,94,259.0,198.0,1499,239,1336,205,640,54,1326,941,1153,648,323,685,540,53,1217,309,384,68,1438,928,122,661
1126,1127,532.0,592.0,1440,954,354,1036,494,503,631,218,1091,585,1684,481,508.0,520.0,679,93,259.0,198.0,1498,239,1337,204,640,54,1325,942,1153,649,322,685,538,53,1217,309,384,67,1437,927,122,661
1127,1128,531.0,592.0,1438,954,354,1036,494,503,632,219,1092,584,1684,481,509.0,519.0,678,94,260.0,198.0,1498,238,1336,202,639,55,1324,942,1154,648,323,684,539,53,1216,309,385,67,1437,927,121,662
1128,1129,531.0,594.0,1440,954,354,1037,494,504,630,219,1092,584,1684,482,510.0,520.0,679,94,259.0,198.0,1497,239,1336,202,639,54,1324,941,1153,649,323,684,539,53,1216,309,384,67,1438,928,121,661
1129,1130,531.0,593.0,1439,955,353,1037,494,503,631,219,1092,584,1684,482,510.0,519.0,679,94,260.0,197.0,1498,240,1337,202,639,53,1324,941,1155,648,323,684,539,52,1217,307,385,66,1438,927,118,661
1130,1131,531.0,594.0,1440,954,354,1036,494,504,630,220,1093,584,1682,482,510.0,519.0,679,94,260.0,197.0,1497,240,1336,202,639,53,1325,940,1154,649,322,684,538,53,1216,307,385,67,1438,928,118,660
1131,1132,531.0,594.0,1441,955,354,1037,494,504,630,219,1093,585,1684,482,510.0,519.0,680,95,260.0,197.0,1496,240,1336,202,639,52,1325,939,1155,649,324,685,537,52,1216,306,385,67,1438,928,118,662
1132,1133,531.0,594.0,1440,954,354,1037,493,503,631,219,1093,584,1683,483,510.0,518.0,681,95,259.0,196.0,1496,239,1336,201,638,52,1325,939,1155,650,324,684,538,54,1216,306,385,67,1438,927,117,661
1133,1134,532.0,594.0,1440,955,353,1038,493,504,631,219,1094,585,1682,483,509.0,519.0,681,95,260.0,195.0,1496,239,1335,200,636,52,1326,939,1155,650,324,683,536,51,1217,307,386,67,1438,928,115,661
1134,1135,533.0,594.0,1439,955,353,1038,492,504,631,219,1093,585,1682,483,509.0,520.0,681,95,260.0,196.0,1495,238,1336,201,636,52,1326,941,1156,650,324,683,536,52,1216,306,385,66,1437,927,116,660
1135,1136,532.0,594.0,1440,955,353,1038,493,503,631,219,1094,586,1682,484,509.0,519.0,681,96,259.0,195.0,1495,239,1333,201,636,51,1327,940,1155,649,324,683,535,52,1217,307,386,66,1437,928,115,659
1136,1137,532.0,595.0,1439,954,353,1038,493,503,632,219,1094,585,1681,484,510.0,519.0,681,94,260.0,195.0,1495,238,1334,201,636,52,1326,942,1155,649,323,684,536,51,1215,307,385,66,1436,928,116,659
1137,1138,531.0,594.0,1440,954,352,1039,493,503,631,219,1094,586,1682,484,510.0,519.0,681,95,259.0,195.0,1493,239,1334,202,636,51,1326,940,1156,649,324,683,534,52,1215,309,384,66,1436,927,116,659
1138,1139,532.0,595.0,1440,954,352,1037,494,502,630,218,1093,586,1681,484,511.0,519.0,682,95,260.0,193.0,1493,240,1334,202,636,52,1328,941,1155,649,323,683,534,52,1214,309,385,67,1436,928,118,658
1139,1140,531.0,595.0,1440,954,350,1038,494,501,632,220,1093,585,1680,484,511.0,518.0,681,95,260.0,194.0,1492,241,1335,202,636,51,1328,940,1154,650,322,683,533,51,1216,309,385,66,1437,928,117,657
1140,1141,532.0,596.0,1441,955,352,1038,495,501,631,220,1093,584,1681,484,511.0,519.0,681,95,260.0,194.0,1492,241,1334,202,636,52,1327,940,1156,649,323,681,533,51,1215,308,386,66,1436,928,117,658
1141,1142,532.0,596.0,1441,954,352,1038,494,500,631,220,1092,585,1680,484,509.0,518.0,682,96,259.0,194.0,1491,240,1334,202,636,52,1329,940,1156,649,322,682,533,51,1217,308,386,67,1437,928,116,657
1142,1143,531.0,595.0,1440,955,352,1040,495,500,631,220,1093,585,1681,484,510.0,518.0,682,96,259.0,195.0,1492,239,1334,202,637,53,1329,939,1157,649,322,681,533,51,1217,307,385,67,1436,927,115,657
1143,1144,531.0,595.0,1440,954,352,1040,493,502,631,220,1093,585,1681,484,510.0,519.0,682,95,258.0,195.0,1492,240,1334,203,638,52,1328,939,1157,650,323,683,533,51,1218,308,386,65,1437,928,115,658
1144,1145,532.0,596.0,1440,954,353,1040,492,501,631,221,1093,586,1680,484,510.0,519.0,682,95,259.0,195.0,1491,240,1334,203,637,53,1329,939,1158,649,323,682,534,51,1218,308,386,66,1436,927,115,657
1145,1146,531.0,596.0,1440,953,351,1041,492,501,631,220,1092,586,1680,485,510.0,519.0,681,95,258.0,193.0,1492,240,1333,203,638,52,1329,940,1158,650,323,682,534,51,1218,307,385,67,1436,926,116,657
1146,1147,531.0,598.0,1441,952,351,1040,493,502,631,221,1093,585,1680,486,510.0,519.0,681,94,259.0,195.0,1493,238,1332,203,636,52,1329,940,1158,650,323,683,533,51,1218,307,385,65,1436,927,115,657
1147,1148,532.0,598.0,1441,952,350,1039,494,502,631,220,1093,585,1680,485,511.0,519.0,682,95,259.0,195.0,1494,239,1332,202,637,52,1328,940,1160,649,323,683,534,52,1217,306,385,63,1435,927,113,656
1148,1149,532.0,598.0,1441,953,349,1039,495,502,632,220,1093,586,1682,485,511.0,518.0,682,96,258.0,194.0,1493,238,1332,201,638,52,1329,940,1159,650,323,682,534,51,1217,306,385,63,1436,927,116,656
1149,1150,531.0,598.0,1441,953,350,1038,493,502,631,220,1093,585,1681,484,510.0,518.0,682,96,259.0,195.0,1493,238,1330,199,638,52,1329,939,1159,650,323,683,533,51,1216,306,386,62,1436,927,115,656
1150,1151,531.0,597.0,1441,953,351,1038,492,500,631,220,1093,585,1682,485,510.0,517.0,683,96,259.0,195.0,1492,240,1329,200,639,52,1329,939,1159,649,322,685,533,51,1216,307,385,63,1436,927,117,655
1151,1152,531.0,597.0,1441,953,351,1039,493,501,630,220,1093,585,1682,485,511.0,517.0,683,96,259.0,195.0,1492,241,1330,199,639,53,1329,939,1158,648,323,684,532,51,1215,306,386,64,1437,927,117,655
1152,1153,530.0,596.0,1441,953,351,1039,493,501,630,220,1093,585,1684,487,511.0,517.0,684,96,259.0,194.0,1491,240,1330,198,639,53,1330,940,1158,648,323,685,533,50,1215,306,386,63,1437,928,117,657
1153,1154,529.0,596.0,1440,953,351,1039,492,501,630,221,1091,584,1683,486,511.0,519.0,684,96,258.0,195.0,1493,240,1329,198,639,54,1330,939,1158,647,323,685,533,49,1216,306,387,63,1437,926,117,656
1154,1155,530.0,595.0,1441,952,352,1039,492,500,630,220,1092,585,1683,485,512.0,518.0,683,95,258.0,195.0,1492,240,1330,198,640,54,1331,940,1157,648,322,685,533,49,1217,307,388,62,1438,927,117,656
1155,1156,529.0,596.0,1440,953,352,1038,492,501,630,222,1092,584,1684,486,512.0,518.0,685,95,258.0,195.0,1492,239,1330,198,640,53,1333,939,1158,648,322,685,532,50,1217,306,386,64,1437,927,115,655
1156,1157,529.0,595.0,1441,953,350,1038,493,502,630,221,1092,585,1684,487,512.0,518.0,684,95,257.0,196.0,1492,238,1330,197,642,52,1332,939,1156,647,322,685,532,49,1216,307,387,64,1438,928,116,655
1157,1158,529.0,596.0,1442,953,350,1037,493,500,630,222,1091,584,1685,486,512.0,517.0,684,94,257.0,195.0,1493,240,1330,199,642,52,1333,939,1156,647,322,687,532,49,1216,307,387,63,1437,927,116,657
1158,1159,529.0,594.0,1440,952,349,1036,494,501,628,223,1090,584,1685,486,513.0,519.0,684,94,258.0,195.0,1493,239,1329,200,643,52,1333,940,1156,645,320,685,532,49,1216,309,387,64,1437,927,115,656
1159,1160,530.0,596.0,1441,952,350,1036,494,502,629,223,1091,584,1684,485,513.0,518.0,684,94,258.0,195.0,1492,239,1330,199,643,52,1333,941,1155,645,320,686,533,49,1216,309,386,63,1437,926,115,655
1160,1161,529.0,595.0,1441,952,350,1035,495,502,628,223,1091,583,1686,486,514.0,518.0,684,93,258.0,195.0,1492,239,1329,198,646,53,1333,940,1155,644,319,687,532,48,1215,308,386,63,1437,927,115,655
1161,1162,529.0,596.0,1441,951,350,1034,494,503,628,223,1090,583,1686,484,516.0,518.0,684,94,258.0,194.0,1490,238,1329,199,646,52,1333,941,1155,644,320,687,533,49,1215,309,384,63,1437,926,113,655
1162,1163,529.0,596.0,1442,952,349,1035,494,503,628,225,1089,583,1686,485,515.0,519.0,683,93,257.0,196.0,1490,239,1330,199,647,54,1333,939,1154,643,321,686,532,48,1216,310,384,63,1437,926,113,656
1163,1164,528.0,595.0,1441,952,350,1034,493,503,628,224,1089,582,1685,485,514.0,519.0,684,94,257.0,195.0,1489,240,1332,198,647,53,1331,940,1155,644,320,686,533,48,1215,310,385,63,1437,926,114,656
1164,1165,528.0,596.0,1441,952,349,1034,495,503,627,224,1089,582,1686,485,515.0,518.0,683,93,256.0,196.0,1490,239,1334,198,647,53,1332,939,1154,643,320,685,533,49,1213,310,385,63,1438,926,113,656
1165,1166,529.0,596.0,1441,952,351,1034,494,502,628,224,1089,580,1686,484,515.0,518.0,683,93,257.0,195.0,1489,240,1333,198,647,54,1332,939,1154,642,320,685,534,48,1214,310,386,63,1438,928,113,656
1166,1167,529.0,596.0,1441,952,350,1033,494,502,628,225,1089,580,1685,486,515.0,518.0,682,94,256.0,195.0,1490,240,1333,198,646,53,1332,939,1154,643,320,686,532,48,1212,309,384,62,1438,927,113,656
1167,1168,529.0,597.0,1441,952,350,1033,493,502,627,224,1088,580,1686,484,516.0,519.0,682,94,256.0,196.0,1489,240,1333,197,646,53,1332,939,1152,643,320,686,532,48,1214,308,385,63,1437,928,113,656
1168,1169,528.0,596.0,1439,952,350,1032,493,502,627,224,1090,578,1685,486,516.0,519.0,682,92,256.0,196.0,1489,240,1333,196,645,53,1331,938,1150,644,321,686,532,49,1213,307,385,62,1437,927,112,656
1169,1170,527.0,597.0,1441,953,351,1031,493,502,627,225,1089,581,1685,486,515.0,519.0,683,93,256.0,196.0,1489,240,1332,196,645,53,1332,939,1150,645,319,685,532,50,1214,308,385,61,1438,927,113,657
1170,1171,528.0,596.0,1440,952,351,1031,492,502,628,225,1090,580,1685,485,516.0,519.0,682,93,256.0,196.0,1490,241,1333,194,644,54,1331,938,1149,645,320,685,532,49,1214,308,385,61,1438,927,113,658
1171,1172,527.0,595.0,1439,953,351,1031,491,502,627,227,1090,581,1685,485,515.0,519.0,683,93,255.0,196.0,1490,239,1333,194,645,54,1330,938,1149,645,319,685,533,49,1214,308,386,60,1438,928,113,657
1172,1173,528.0,595.0,1439,953,351,1030,492,502,627,226,1090,580,1684,485,515.0,518.0,682,92,256.0,198.0,1491,239,1334,195,644,54,1329,937,1147,644,320,684,532,50,1215,308,385,61,1437,927,114,658
1173,1174,528.0,596.0,1439,954,351,1030,492,500,626,227,1090,580,1684,485,516.0,519.0,683,93,257.0,197.0,1489,239,1335,195,645,53,1331,937,1150,645,320,683,532,49,1213,307,385,61,1438,927,113,658
1174,1175,528.0,595.0,1439,953,351,1029,492,501,628,226,1089,580,1685,485,517.0,519.0,681,93,257.0,197.0,1489,240,1336,195,644,54,1331,938,1149,645,320,684,532,48,1213,307,386,61,1436,927,113,658
1175,1176,527.0,594.0,1438,954,349,1030,492,500,626,226,1089,579,1684,485,515.0,518.0,681,91,257.0,197.0,1489,239,1335,193,644,53,1332,938,1151,645,320,683,533,48,1214,308,386,61,1438,927,113,658
